,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10662,[],,,,,,,,,,,,,,,,,,,,
10663,['italian baritone'],,,,,,,,,,,,,,,,,,,,
10664,['latin', 'latin pop', 'peruvian rock', 'pop peruano', 'tropical'],,,,,,,,,,,,,,,,
10665,['opera', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
10666,[],,,,,,,,,,,,,,,,,,,,
10667,['classic italian pop', 'italian adult pop', 'mexican pop'],,,,,,,,,,,,,,,,,,
10668,['italian blues'],,,,,,,,,,,,,,,,,,,,
10669,[],,,,,,,,,,,,,,,,,,,,
10670,['italian soprano'],,,,,,,,,,,,,,,,,,,,
10671,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
10672,['italian mezzo-soprano'],,,,,,,,,,,,,,,,,,,,
10673,['classic soundtrack', 'vintage italian soundtrack'],,,,,,,,,,,,,,,,,,,
10674,[],,,,,,,,,,,,,,,,,,,,
10675,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
10676,[],,,,,,,,,,,,,,,,,,,,
10677,['italian tenor'],,,,,,,,,,,,,,,,,,,,
10678,[],,,,,,,,,,,,,,,,,,,,
10679,[],,,,,,,,,,,,,,,,,,,,
10680,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
10681,[],,,,,,,,,,,,,,,,,,,,
10682,['bouzouki', 'rebetiko'],,,,,,,,,,,,,,,,,,,
10683,[],,,,,,,,,,,,,,,,,,,,
10684,['alternative rock', 'comic', 'geek rock', 'permanent wave', 'zolo'],,,,,,,,,,,,,,,,
10685,[],,,,,,,,,,,,,,,,,,,,
10686,[],,,,,,,,,,,,,,,,,,,,
10687,[],,,,,,,,,,,,,,,,,,,,
10688,[],,,,,,,,,,,,,,,,,,,,
10689,['house argentino'],,,,,,,,,,,,,,,,,,,,
10690,['classic israeli pop', 'israeli rock'],,,,,,,,,,,,,,,,,,,
10691,['classical', 'classical performance', 'compositional ambient', 'violin'],,,,,,,,,,,,,,,,,
10692,[],,,,,,,,,,,,,,,,,,,,
10693,['abstract hip hop', 'alternative hip hop', 'underground rap'],,,,,,,,,,,,,,,,,,
10694,[],,,,,,,,,,,,,,,,,,,,
10695,['filter house', 'new french touch', 'nu disco'],,,,,,,,,,,,,,,,,,
10696,['deep freestyle', 'freestyle'],,,,,,,,,,,,,,,,,,,
10697,[],,,,,,,,,,,,,,,,,,,,
10698,[],,,,,,,,,,,,,,,,,,,,
10699,['eurodance', 'europop', 'italo dance'],,,,,,,,,,,,,,,,,,
10700,['jazz saxophone'],,,,,,,,,,,,,,,,,,,,
10701,[],,,,,,,,,,,,,,,,,,,,
10702,[],,,,,,,,,,,,,,,,,,,,
10703,['ambient', 'art pop', 'chamber psych', 'fourth world', 'outsider house'],,,,,,,,,,,,,,,,
10704,['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'soul jazz'],,,,,,,,,,,,
10705,['hard bop'],,,,,,,,,,,,,,,,,,,,
10706,[],,,,,,,,,,,,,,,,,,,,
10707,['conscious hip hop', 'funk', 'jazz funk', 'political hip hop', 'slam poetry', 'soul'],,,,,,,,,,,,,,,
10708,['chanson'],,,,,,,,,,,,,,,,,,,,
10709,['american classical piano'],,,,,,,,,,,,,,,,,,,,
10710,[],,,,,,,,,,,,,,,,,,,,
10711,['adult standards', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock'],,,,,,,,,,,,,,,,
10712,['latin', 'salsa', 'salsa puertorriquena', 'tropical'],,,,,,,,,,,,,,,,,
10713,['vintage italian pop'],,,,,,,,,,,,,,,,,,,,
10714,[],,,,,,,,,,,,,,,,,,,,
10715,[],,,,,,,,,,,,,,,,,,,,
10716,['latin', 'salsa', 'salsa puertorriquena', 'tropical'],,,,,,,,,,,,,,,,,
10717,['argentine rock', 'cumbia villera', 'rock en espanol'],,,,,,,,,,,,,,,,,,
10718,[],,,,,,,,,,,,,,,,,,,,
10719,[],,,,,,,,,,,,,,,,,,,,
10720,[],,,,,,,,,,,,,,,,,,,,
10721,[],,,,,,,,,,,,,,,,,,,,
10722,['ye ye'],,,,,,,,,,,,,,,,,,,,
10723,['classical contralto'],,,,,,,,,,,,,,,,,,,,
10724,['alternative country', 'canadian singer-songwriter', 'country rock', 'folk', 'folk rock', 'indie folk', 'lilith', 'melancholia', 'nashville singer-songwriter', 'new americana', 'progressive bluegrass', 'roots rock', 'singer-songwriter', 'stomp and holler', 'traditional folk'],,,,,,
10725,['brazilian jazz', 'piano mpb'],,,,,,,,,,,,,,,,,,,
10726,['funana'],,,,,,,,,,,,,,,,,,,,
10727,['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock', 'tempe indie'],,,,,,,,,,,,,,
10728,['auckland indie', 'kiwi rock'],,,,,,,,,,,,,,,,,,,
10729,[],,,,,,,,,,,,,,,,,,,,
10730,[],,,,,,,,,,,,,,,,,,,,
10731,[],,,,,,,,,,,,,,,,,,,,
10732,[],,,,,,,,,,,,,,,,,,,,
10733,['hip pop'],,,,,,,,,,,,,,,,,,,,
10734,['early synthpop', 'neue deutsche welle', 'synthpop'],,,,,,,,,,,,,,,,,,
10735,['british blues', 'rock drums'],,,,,,,,,,,,,,,,,,,
10736,['italian baritone', 'vintage italian pop'],,,,,,,,,,,,,,,,,,,
10737,['italian tenor'],,,,,,,,,,,,,,,,,,,,
10738,['canzone napoletana', 'vintage italian pop'],,,,,,,,,,,,,,,,,,,
10739,['italian opera'],,,,,,,,,,,,,,,,,,,,
10740,['classic opm', 'opm'],,,,,,,,,,,,,,,,,,,
10741,"[""canzone d'autore""", 'canzone genovese', 'classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,
10742,['italian tenor'],,,,,,,,,,,,,,,,,,,,
10743,[],,,,,,,,,,,,,,,,,,,,
10744,[],,,,,,,,,,,,,,,,,,,,
10745,[],,,,,,,,,,,,,,,,,,,,
10746,['deep disco', 'disco', 'italian disco', 'post-disco'],,,,,,,,,,,,,,,,,
10747,['adult standards', 'classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock'],,,,,,,,,,,,,,,,
10748,[],,,,,,,,,,,,,,,,,,,,
10749,['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary'],,,,,,,,,,,,,
10750,[],,,,,,,,,,,,,,,,,,,,
10751,['classical', 'italian opera', 'italian romanticism'],,,,,,,,,,,,,,,,,,
10752,['vintage italian soundtrack'],,,,,,,,,,,,,,,,,,,,
10753,[],,,,,,,,,,,,,,,,,,,,
10754,[],,,,,,,,,,,,,,,,,,,,
10755,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
10756,['canzone napoletana', 'classic italian folk pop', 'vintage italian pop'],,,,,,,,,,,,,,,,,,
10757,[],,,,,,,,,,,,,,,,,,,,
10758,['disco', 'italian disco'],,,,,,,,,,,,,,,,,,,
10759,['classical bass'],,,,,,,,,,,,,,,,,,,,
10760,[],,,,,,,,,,,,,,,,,,,,
10761,['greek pop', 'laiko'],,,,,,,,,,,,,,,,,,,
10762,['greek clarinet'],,,,,,,,,,,,,,,,,,,,
10763,[],,,,,,,,,,,,,,,,,,,,
10764,[],,,,,,,,,,,,,,,,,,,,
10765,[],,,,,,,,,,,,,,,,,,,,
10766,[],,,,,,,,,,,,,,,,,,,,
10767,['bouzouki', 'rebetiko'],,,,,,,,,,,,,,,,,,,
10768,['rebetiko'],,,,,,,,,,,,,,,,,,,,
10769,[],,,,,,,,,,,,,,,,,,,,
10770,['rebetiko'],,,,,,,,,,,,,,,,,,,,
10771,['rebetiko'],,,,,,,,,,,,,,,,,,,,
10772,[],,,,,,,,,,,,,,,,,,,,
10773,[],,,,,,,,,,,,,,,,,,,,
10774,[],,,,,,,,,,,,,,,,,,,,
10775,[],,,,,,,,,,,,,,,,,,,,
10776,[],,,,,,,,,,,,,,,,,,,,
10777,[],,,,,,,,,,,,,,,,,,,,
10778,['cypriot pop', 'greek pop', 'laiko'],,,,,,,,,,,,,,,,,,
10779,[],,,,,,,,,,,,,,,,,,,,
10780,[],,,,,,,,,,,,,,,,,,,,
10781,[],,,,,,,,,,,,,,,,,,,,
10782,[],,,,,,,,,,,,,,,,,,,,
10783,[],,,,,,,,,,,,,,,,,,,,
10784,['bouzouki'],,,,,,,,,,,,,,,,,,,,
10785,['rebetiko'],,,,,,,,,,,,,,,,,,,,
10786,[],,,,,,,,,,,,,,,,,,,,
10787,[],,,,,,,,,,,,,,,,,,,,
10788,[],,,,,,,,,,,,,,,,,,,,
10789,['italian renaissance'],,,,,,,,,,,,,,,,,,,,
10790,['baroque', 'classical', 'early music', 'galante era', 'italian baroque'],,,,,,,,,,,,,,,,
10791,[],,,,,,,,,,,,,,,,,,,,
10792,['classical bass'],,,,,,,,,,,,,,,,,,,,
10793,['vintage italian soundtrack'],,,,,,,,,,,,,,,,,,,,
10794,['classical', 'early music', 'italian renaissance', 'renaissance'],,,,,,,,,,,,,,,,,
10795,['italian baritone'],,,,,,,,,,,,,,,,,,,,
10796,['classical era'],,,,,,,,,,,,,,,,,,,,
10797,[],,,,,,,,,,,,,,,,,,,,
10798,['classical era', 'italian romanticism', 'post-romantic era'],,,,,,,,,,,,,,,,,,
10799,[],,,,,,,,,,,,,,,,,,,,
10800,['flamenco', 'rumba', 'world'],,,,,,,,,,,,,,,,,,
10801,[],,,,,,,,,,,,,,,,,,,,
10802,['k-indie', 'k-rap', 'korean r&b'],,,,,,,,,,,,,,,,,,
10803,[],,,,,,,,,,,,,,,,,,,,
10804,[],,,,,,,,,,,,,,,,,,,,
10805,[],,,,,,,,,,,,,,,,,,,,
10806,['mashup', 'pittsburgh indie'],,,,,,,,,,,,,,,,,,,
10807,[],,,,,,,,,,,,,,,,,,,,
10808,['c86', 'uk post-punk'],,,,,,,,,,,,,,,,,,,
10809,[],,,,,,,,,,,,,,,,,,,,
10810,['j-idol', 'k-pop', 'k-pop girl group'],,,,,,,,,,,,,,,,,,
10811,['hard rock', 'metal', 'nwobhm', 'rock'],,,,,,,,,,,,,,,,,
10812,[],,,,,,,,,,,,,,,,,,,,
10813,['ethiopian pop'],,,,,,,,,,,,,,,,,,,,
10814,['early music', 'italian renaissance', 'renaissance'],,,,,,,,,,,,,,,,,,
10815,['baroque', 'classical', 'early music', 'italian baroque'],,,,,,,,,,,,,,,,,
10816,[],,,,,,,,,,,,,,,,,,,,
10817,[],,,,,,,,,,,,,,,,,,,,
10818,[],,,,,,,,,,,,,,,,,,,,
10819,[],,,,,,,,,,,,,,,,,,,,
10820,['classic danish pop', 'dansktop'],,,,,,,,,,,,,,,,,,,
10821,[],,,,,,,,,,,,,,,,,,,,
10822,['glam metal', 'hard rock'],,,,,,,,,,,,,,,,,,,
10823,[],,,,,,,,,,,,,,,,,,,,
10824,[],,,,,,,,,,,,,,,,,,,,
10825,['classical mezzo-soprano', 'italian mezzo-soprano', 'opera'],,,,,,,,,,,,,,,,,,
10826,[],,,,,,,,,,,,,,,,,,,,
10827,['classical', 'early music'],,,,,,,,,,,,,,,,,,,
10828,['italian bass'],,,,,,,,,,,,,,,,,,,,
10829,[],,,,,,,,,,,,,,,,,,,,
10830,[],,,,,,,,,,,,,,,,,,,,
10831,[],,,,,,,,,,,,,,,,,,,,
10832,[],,,,,,,,,,,,,,,,,,,,
10833,['italian tenor'],,,,,,,,,,,,,,,,,,,,
10834,[],,,,,,,,,,,,,,,,,,,,
10835,['canzone napoletana', 'classical tenor', 'italian tenor', 'opera'],,,,,,,,,,,,,,,,,
10836,['italian opera'],,,,,,,,,,,,,,,,,,,,
10837,['italian tenor'],,,,,,,,,,,,,,,,,,,,
10838,['italian trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,
10839,['opera'],,,,,,,,,,,,,,,,,,,,
10840,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
10841,['classical baritone', 'italian baritone', 'italian bass', 'opera'],,,,,,,,,,,,,,,,,
10842,['baroque', 'classical', 'early music', 'italian baroque'],,,,,,,,,,,,,,,,,
10843,['baroque', 'early music', 'italian baroque'],,,,,,,,,,,,,,,,,,
10844,['italian baritone'],,,,,,,,,,,,,,,,,,,,
10845,['classical', 'italian opera', 'italian romanticism', 'late romantic era'],,,,,,,,,,,,,,,,,
10846,['alternative r&b'],,,,,,,,,,,,,,,,,,,,
10847,[],,,,,,,,,,,,,,,,,,,,
10848,['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic'],,,,,,,,,,,,,,,,,
10849,[],,,,,,,,,,,,,,,,,,,,
10850,['dark trap', 'emo rap', 'scream rap', 'underground hip hop'],,,,,,,,,,,,,,,,,
10851,[],,,,,,,,,,,,,,,,,,,,
10852,[],,,,,,,,,,,,,,,,,,,,
10853,[],,,,,,,,,,,,,,,,,,,,
10854,['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'],,,,,,,,,,,,,
10855,['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'],,,,,,,,,,,,,
10856,[],,,,,,,,,,,,,,,,,,,,
10857,['gauze pop', 'indietronica', 'shiver pop'],,,,,,,,,,,,,,,,,,
10858,[],,,,,,,,,,,,,,,,,,,,
10859,['album rock', 'classic canadian rock', 'mellow gold', 'new wave pop', 'soft rock'],,,,,,,,,,,,,,,,
10860,['alternative metal', 'emo', 'post-hardcore', 'progressive post-hardcore', 'screamo'],,,,,,,,,,,,,,,,
10861,[],,,,,,,,,,,,,,,,,,,,
10862,['glee club', 'hollywood', 'post-teen pop'],,,,,,,,,,,,,,,,,,
10863,['adult standards', 'arkansas country', 'brill building pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock'],,,,,,,,,,,
10864,['irish rock', 'irish singer-songwriter', 'melancholia'],,,,,,,,,,,,,,,,,,
10865,[],,,,,,,,,,,,,,,,,,,,
10866,[],,,,,,,,,,,,,,,,,,,,
10867,[],,,,,,,,,,,,,,,,,,,,
10868,['horror punk'],,,,,,,,,,,,,,,,,,,,
10869,['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock'],,,,,,,,,,,,,
10870,['canadian classical piano', 'canadian contemporary r&b', 'classical', 'classical performance', 'classical piano'],,,,,,,,,,,,,,,,
10871,[],,,,,,,,,,,,,,,,,,,,
10872,[],,,,,,,,,,,,,,,,,,,,
10873,[],,,,,,,,,,,,,,,,,,,,
10874,['canadian pop', 'neo soul', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,,
10875,[],,,,,,,,,,,,,,,,,,,,
10876,[],,,,,,,,,,,,,,,,,,,,
10877,[],,,,,,,,,,,,,,,,,,,,
10878,['adult standards', 'big band', 'easy listening', 'jazz trombone', 'lounge', 'swing', 'vocal jazz'],,,,,,,,,,,,,,
10879,[],,,,,,,,,,,,,,,,,,,,
10880,['adult standards', 'big band', 'lounge', 'swing'],,,,,,,,,,,,,,,,,
10881,[],,,,,,,,,,,,,,,,,,,,
10882,['deep free jazz'],,,,,,,,,,,,,,,,,,,,
10883,['american folk revival', 'traditional folk'],,,,,,,,,,,,,,,,,,,
10884,[],,,,,,,,,,,,,,,,,,,,
10885,[],,,,,,,,,,,,,,,,,,,,
10886,[],,,,,,,,,,,,,,,,,,,,
10887,[],,,,,,,,,,,,,,,,,,,,
10888,['opm', 'pinoy hip hop', 'pinoy trap', 'tagalog rap'],,,,,,,,,,,,,,,,,
10889,['rap', 'southern hip hop', 'tennessee hip hop', 'trap'],,,,,,,,,,,,,,,,,
10890,[],,,,,,,,,,,,,,,,,,,,
10891,['rare groove'],,,,,,,,,,,,,,,,,,,,
10892,['classical mezzo-soprano', 'italian mezzo-soprano'],,,,,,,,,,,,,,,,,,,
10893,['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock'],,,,,,,,,,,,,,,
10894,[],,,,,,,,,,,,,,,,,,,,
10895,['disco'],,,,,,,,,,,,,,,,,,,,
10896,['motown', 'northern soul'],,,,,,,,,,,,,,,,,,,
10897,[],,,,,,,,,,,,,,,,,,,,
10898,['vocal jazz'],,,,,,,,,,,,,,,,,,,,
10899,['christelijk', 'psalmen', 'world worship'],,,,,,,,,,,,,,,,,,
10900,[],,,,,,,,,,,,,,,,,,,,
10901,['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera'],,,,,,,,,,,,,,,,
10902,[],,,,,,,,,,,,,,,,,,,,
10903,['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock'],,,,,,,,,,,,,,,,
10904,['easycore', 'emo', 'pop punk', 'punk', 'skate punk'],,,,,,,,,,,,,,,,
10905,[],,,,,,,,,,,,,,,,,,,,
10906,[],,,,,,,,,,,,,,,,,,,,
10907,[],,,,,,,,,,,,,,,,,,,,
10908,[],,,,,,,,,,,,,,,,,,,,
10909,[],,,,,,,,,,,,,,,,,,,,
10910,['atl hip hop', 'neo soul'],,,,,,,,,,,,,,,,,,,
10911,[],,,,,,,,,,,,,,,,,,,,
10912,['beninese pop'],,,,,,,,,,,,,,,,,,,,
10913,[],,,,,,,,,,,,,,,,,,,,
10914,['neon pop punk', 'pop emo', 'pop punk'],,,,,,,,,,,,,,,,,,
10915,[],,,,,,,,,,,,,,,,,,,,
10916,['contemporary country', 'country pop'],,,,,,,,,,,,,,,,,,,
10917,[],,,,,,,,,,,,,,,,,,,,
10918,['neo soul', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,,,
10919,[],,,,,,,,,,,,,,,,,,,,
10920,[],,,,,,,,,,,,,,,,,,,,
10921,['gaming edm'],,,,,,,,,,,,,,,,,,,,
10922,[],,,,,,,,,,,,,,,,,,,,
10923,['macedonian folk'],,,,,,,,,,,,,,,,,,,,
10924,['macedonian folk'],,,,,,,,,,,,,,,,,,,,
10925,['reggaeton'],,,,,,,,,,,,,,,,,,,,
10926,['cosmic post-rock', 'instrumental post-rock', 'post-rock'],,,,,,,,,,,,,,,,,,
10927,[],,,,,,,,,,,,,,,,,,,,
10928,[],,,,,,,,,,,,,,,,,,,,
10929,[],,,,,,,,,,,,,,,,,,,,
10930,['birmingham metal', 'drone', 'drone metal', 'dub metal', 'experimental', 'industrial', 'industrial metal', 'post-doom metal', 'post-metal'],,,,,,,,,,,,
10931,['industrial metal', 'industrial rock', 'nu metal'],,,,,,,,,,,,,,,,,,
10932,['gospel'],,,,,,,,,,,,,,,,,,,,
10933,['alternative metal', 'nu metal', 'post-grunge', 'rap metal'],,,,,,,,,,,,,,,,,
10934,['canadian post-rock', 'double drumming', 'instrumental post-rock', 'post-rock'],,,,,,,,,,,,,,,,,
10935,[],,,,,,,,,,,,,,,,,,,,
10936,[],,,,,,,,,,,,,,,,,,,,
10937,[],,,,,,,,,,,,,,,,,,,,
10938,['gypsy punk'],,,,,,,,,,,,,,,,,,,,
10939,[],,,,,,,,,,,,,,,,,,,,
10940,['alternative metal', 'french death metal', 'french metal', 'metal', 'nu metal', 'progressive groove metal'],,,,,,,,,,,,,,,
10941,['chill lounge'],,,,,,,,,,,,,,,,,,,,
10942,['cape town indie', 'downtempo', 'south african alternative', 'south african pop', 'south african pop dance', 'tropical house'],,,,,,,,,,,,,,,
10943,['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'rap', 'underground hip hop'],,,,,,,,,,,,,,,
10944,['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'nederpop', 'rock'],,,,,,,,,,,,,,
10945,[],,,,,,,,,,,,,,,,,,,,
10946,[],,,,,,,,,,,,,,,,,,,,
10947,['alternative country', 'roots rock', 'supergroup'],,,,,,,,,,,,,,,,,,
10948,[],,,,,,,,,,,,,,,,,,,,
10949,['pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk'],,,,,,,,,,,,,,,
10950,['alternative dance', 'art pop', 'big beat', 'chamber psych', 'dance pop', 'dance-punk', 'electronica', 'electropop', 'neo-synthpop', 'new rave', 'new wave pop', 'pop rock', 'trip hop'],,,,,,,,
10951,['post-disco'],,,,,,,,,,,,,,,,,,,,
10952,['g funk', 'west coast rap'],,,,,,,,,,,,,,,,,,,
10953,['background music', 'focus'],,,,,,,,,,,,,,,,,,,
10954,['thai pop'],,,,,,,,,,,,,,,,,,,,
10955,[],,,,,,,,,,,,,,,,,,,,
10956,['latin alternative', 'reggae en espanol', 'rock en espanol'],,,,,,,,,,,,,,,,,,
10957,['reggae fusion'],,,,,,,,,,,,,,,,,,,,
10958,[],,,,,,,,,,,,,,,,,,,,
10959,['oakland hip hop'],,,,,,,,,,,,,,,,,,,,
10960,['alternative metal', 'pop punk'],,,,,,,,,,,,,,,,,,,
10961,[],,,,,,,,,,,,,,,,,,,,
10962,['experimental pop', 'indie garage rock', 'lo-fi indie'],,,,,,,,,,,,,,,,,,
10963,['chicago blues', 'harmonica blues'],,,,,,,,,,,,,,,,,,,
10964,[],,,,,,,,,,,,,,,,,,,,
10965,['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch'],,,,,,,,,,,,,,,
10966,[],,,,,,,,,,,,,,,,,,,,
10967,['uk dance'],,,,,,,,,,,,,,,,,,,,
10968,[],,,,,,,,,,,,,,,,,,,,
10969,['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,
10970,['pop rap'],,,,,,,,,,,,,,,,,,,,
10971,"[""children's music""]",,,,,,,,,,,,,,,,,,,,
10972,['azeri traditional', 'classic persian pop'],,,,,,,,,,,,,,,,,,,
10973,['classic uk pop', 'europop', 'italian disco'],,,,,,,,,,,,,,,,,,
10974,[],,,,,,,,,,,,,,,,,,,,
10975,['j-poprock'],,,,,,,,,,,,,,,,,,,,
10976,['modern bollywood', 'tamil pop'],,,,,,,,,,,,,,,,,,,
10977,[],,,,,,,,,,,,,,,,,,,,
10978,[],,,,,,,,,,,,,,,,,,,,
10979,[],,,,,,,,,,,,,,,,,,,,
10980,[],,,,,,,,,,,,,,,,,,,,
10981,['nordic soundtrack', 'soundtrack'],,,,,,,,,,,,,,,,,,,
10982,[],,,,,,,,,,,,,,,,,,,,
10983,['macedonian folk'],,,,,,,,,,,,,,,,,,,,
10984,['contemporary folk'],,,,,,,,,,,,,,,,,,,,
10985,[],,,,,,,,,,,,,,,,,,,,
10986,[],,,,,,,,,,,,,,,,,,,,
10987,[],,,,,,,,,,,,,,,,,,,,
10988,[],,,,,,,,,,,,,,,,,,,,
10989,[],,,,,,,,,,,,,,,,,,,,
10990,[],,,,,,,,,,,,,,,,,,,,
10991,['album rock', 'canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk'],,,,,,,,
10992,[],,,,,,,,,,,,,,,,,,,,
10993,[],,,,,,,,,,,,,,,,,,,,
10994,[],,,,,,,,,,,,,,,,,,,,
10995,[],,,,,,,,,,,,,,,,,,,,
10996,['hardcore', 'melodic hardcore', 'nyhc', 'punk', 'straight edge', 'thrash core'],,,,,,,,,,,,,,,
10997,['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,
10998,['alternative hip hop'],,,,,,,,,,,,,,,,,,,,
10999,['organic house'],,,,,,,,,,,,,,,,,,,,
11000,['groove room'],,,,,,,,,,,,,,,,,,,,
11001,['classic russian rock'],,,,,,,,,,,,,,,,,,,,
11002,['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,
11003,['indie garage rock', 'indie pop', 'indie rock', 'modern rock', 'vapor soul'],,,,,,,,,,,,,,,,
11004,[],,,,,,,,,,,,,,,,,,,,
11005,[],,,,,,,,,,,,,,,,,,,,
11006,['classical', 'classical clarinet', 'classical performance', 'nordic orchestra', 'orchestra'],,,,,,,,,,,,,,,,
11007,[],,,,,,,,,,,,,,,,,,,,
11008,['german opera'],,,,,,,,,,,,,,,,,,,,
11009,[],,,,,,,,,,,,,,,,,,,,
11010,['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap'],,,,,,,,,,,,
11011,['classical bass'],,,,,,,,,,,,,,,,,,,,
11012,['australian pop'],,,,,,,,,,,,,,,,,,,,
11013,[],,,,,,,,,,,,,,,,,,,,
11014,['bubble trance', 'dutch trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
11015,[],,,,,,,,,,,,,,,,,,,,
11016,['dc hardcore', 'hardcore punk', 'post-hardcore', 'punk', 'straight edge', 'thrash core'],,,,,,,,,,,,,,,
11017,['new age', 'rumba'],,,,,,,,,,,,,,,,,,,
11018,[],,,,,,,,,,,,,,,,,,,,
11019,[],,,,,,,,,,,,,,,,,,,,
11020,['canadian indie', 'classic canadian rock'],,,,,,,,,,,,,,,,,,,
11021,[],,,,,,,,,,,,,,,,,,,,
11022,[],,,,,,,,,,,,,,,,,,,,
11023,['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge'],,,,,,,,,,,,,,,,
11024,['c-pop', 'vintage chinese pop'],,,,,,,,,,,,,,,,,,,
11025,['art rock', 'dance pop', 'dance rock', 'disco', 'electronica', 'new romantic', 'new wave pop'],,,,,,,,,,,,,,
11026,[],,,,,,,,,,,,,,,,,,,,
11027,[],,,,,,,,,,,,,,,,,,,,
11028,['psychedelic rock'],,,,,,,,,,,,,,,,,,,,
11029,['indie cafe pop', 'indie pop', 'pop'],,,,,,,,,,,,,,,,,,
11030,['banda', 'ranchera'],,,,,,,,,,,,,,,,,,,
11031,[],,,,,,,,,,,,,,,,,,,,
11032,['australian country', 'australian rock', 'classic australian country'],,,,,,,,,,,,,,,,,,
11033,[],,,,,,,,,,,,,,,,,,,,
11034,[],,,,,,,,,,,,,,,,,,,,
11035,['deep uplifting trance'],,,,,,,,,,,,,,,,,,,,
11036,[],,,,,,,,,,,,,,,,,,,,
11037,['big room', 'progressive trance'],,,,,,,,,,,,,,,,,,,
11038,[],,,,,,,,,,,,,,,,,,,,
11039,['funk'],,,,,,,,,,,,,,,,,,,,
11040,[],,,,,,,,,,,,,,,,,,,,
11041,[],,,,,,,,,,,,,,,,,,,,
11042,[],,,,,,,,,,,,,,,,,,,,
11043,[],,,,,,,,,,,,,,,,,,,,
11044,['classic praise', 'roots worship', 'uk worship', 'worship'],,,,,,,,,,,,,,,,,
11045,[],,,,,,,,,,,,,,,,,,,,
11046,['country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk'],,,,,,,,,,,,,
11047,['jangle pop', 'power pop', 'pub rock', 'roots rock'],,,,,,,,,,,,,,,,,
11048,['power pop', 'pub rock', 'roots rock'],,,,,,,,,,,,,,,,,,
11049,['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk'],,,,,,,,,,,,
11050,['downtempo', 'jazz boom bap', 'jazztronica', 'livetronica', 'nu jazz', 'slovenian electronic', 'trip hop'],,,,,,,,,,,,,,
11051,[],,,,,,,,,,,,,,,,,,,,
11052,[],,,,,,,,,,,,,,,,,,,,
11053,[],,,,,,,,,,,,,,,,,,,,
11054,['classic venezuelan pop', 'gaita zuliana', 'pop reggaeton'],,,,,,,,,,,,,,,,,,
